OBSERVACOES;text;no;16;"     ";"     ";yes;(n/a);(n/a);Latin1_General_CI_AI
ATIVO;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
CODANT;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODCTABCOINT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
GRUPOAUTOR;varchar;no;30;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
LIMCRED;money;no;8;"19   ";"4    ";yes;(n/a);(n/a);NULL
BLOQUEAR;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
SELECIONADO;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
MOTBLOQ;text;no;16;"     ";"     ";yes;(n/a);(n/a);Latin1_General_CI_AI
EVENDA;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
ECOMPRA;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
HOMEPAGE;char;no;255;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CTAADIANT;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
CODASSESSOR;smallint;no;2;"5    ";"0    ";no;(n/a);(n/a);NULL
INSCMUN;char;no;16;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CALCINSS;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
CODUSU;smallint;no;2;"5    ";"0    ";no;(n/a);(n/a);NULL
RETEMPIS;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
RETEMCOFINS;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
RETEMCSL;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
USUARIO;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
LIMCREDMENSAL;money;no;8;"19   ";"4    ";yes;(n/a);(n/a);NULL
CEI;char;no;12;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CODTABST;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
QTDMAXTITVENCIDOS;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
TEMIPI;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
ALUNO;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
PROFESSOR;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
DESCFIN;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
DESCBONIF;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
IMPLAUDOLOTE;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
DIASEM;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
MEDICO;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
TIPOFATUR;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
DIASVARPAGTO;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CODUNIMED;char;no;17;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CODCRED;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
PERCCUSVAR;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
MOTORISTA;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
NATUREZAOPERDES;varchar;no;2;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
SERIENFDES;varchar;no;4;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
MODELONFDES;varchar;no;2;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
DESCSTIVA;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
CSTIPIENT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CSTIPISAI;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CODEMP;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
VLRMINPEDCPA;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
QTDMAXPEDCPA;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
OPERLOGIST;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
AGRONOMO;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
PRODUTORTEMNF;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
POTENCIALNEG;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
ORDSUBST;char;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
MAXCREDINDENIZ;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
MAXDEBINDENIZ;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
SALDOINDENIZ;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
FLEX;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
SIMPLES;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
EMAILNFE;varchar;no;255;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIPANEXONFE;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
SEXO;varchar;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
NURESPPERG;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
NURESPPERGFECH;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODROTA;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODCTACTB3;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODCTACTB4;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODUSUCOBR;smallint;no;2;"5    ";"0    ";no;(n/a);(n/a);NULL
AGRUPAR;varchar;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
EMAILDANFE;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
VALDESCGRDCAR;varchar;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
AGRUPBOLEMPDIF;varchar;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
PERCREDINSS;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
PERMITECORTE;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
INDNATRET;varchar;no;2;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
STATUSEDZ;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
SITRECEITA;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
SITSINTEGRA;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
SITCCF;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
USATABCRFORN;varchar;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
QTDPEDPRZMED;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
DIASPEDPRZMED;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
ARTPRECAD;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
GERCTRCAUTO;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
CODLOCALPADRAO;int;no;4;"10   ";"0    ";no;(n/a);(n/a);NULL
SALDODISP;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
PROVACRESC;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
EXIGELAUDOPRD;varchar;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
MEIRJ;char;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
ENTREGAENDCONTATO;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
CODEMPPARC;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
RETSTVENDA;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
TIPOGERBOLETO;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
PERCJURO;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
PERCMULTA;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
TIPJURO;char;no;1;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
PERCDESCESPECIAL;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
CODEMPPREF;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
LATITUDE;varchar;no;255;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
LONGITUDE;varchar;no;255;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
SITESPECIALRESP;varchar;no;2;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
MOTNAORETERISSQN;varchar;no;2;"     ";"     ";yes;yes;yes;Latin1_General_CI_AI
SITCADSEFAZ;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
DHCADSEFAZ;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
ALIQISSRETSIMPLES;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
IDESTRANGEIRO;varchar;no;20;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIPGERBOLCENT;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
COMOCONHECEU;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIPOGERBOLETODUP;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
BOLDESTEMAIL;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
TPASSINANTE;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
APLICLEITRANSP;char;no;1;"     ";"     ";no;yes;no;Latin1_General_CI_AI
VENDAMIN;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
CODENQIPIENT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CODENQIPISAI;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
ENVIPEDEMAILTOP;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
INTEGRAECONECT;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
SENHAECONECT;varchar;no;32;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
PRAZOPARCECONECT;varchar;no;32;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
BASEPRAZOECONECT;smallint;no;2;"5    ";"0    ";no;(n/a);(n/a);NULL
PARCELAMECONECT;varchar;no;32;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
BASEPARCELECONECT;smallint;no;2;"5    ";"0    ";no;(n/a);(n/a);NULL
DIAFECHAECONECT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
DIAPAGTOECONECT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
PERFILECONECT;char;no;1;"     ";"     ";no;no;no;Latin1_General_CI_AI
DTEMISNFEFORN;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
ESTABTRANSP;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TRANSPPROPRIA;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TERMACORD;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
INTERVANALISCRED;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
INDCOMERCIALIZACAO;varchar;no;5;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
INDAQUISICAO;varchar;no;5;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
MERCHANTID;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
EMAILNOTIFENTREGA;varchar;no;80;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
IMPAGRUPFIN;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIPLOTACAO;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
UNIDIMPORT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CODPARCGRUECONOMICO;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
ENQART227;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
LIMCHEQECONECT;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
ORGPUBLNFSE;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
ASSOCIACAODESP;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
MODELONOTACOMPRA;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
ARREDPRIMEIRAPARC;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
SITCADRF;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
DHCADRF;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
VLRLIQITEMNFE;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
VLRLIQITEMNFCE;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CPFPRODRURAL;varchar;no;11;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
EMAILNFSE;varchar;no;255;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
NUFOP;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CNAE;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
INDCREDNFE;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
INDCREDCTE;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
DTINIATIV;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
DTULTSIT;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
DTBAIXA;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
REGAPUR;varchar;no;50;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CODGRUPO;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
PARCINTER;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
INDOPCCP;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
TRUNCPARCELA;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
NUVERSAO;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODCONTATOPADCOT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
TIMESTADOCIVIL;char;no;2;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMQUERCOMPRAR;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMREFERENCIA02;varchar;no;40;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMORGAO;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMCOMPRADOR;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMBAIRROCOMPRA;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
TIMDATACI;datetime;no;8;"     ";"     ";yes;(n/a);(n/a);NULL
TIMPROPVENDA;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMPAI;varchar;no;50;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMREFERENCIA01;varchar;no;40;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMTIPOMORADIA;char;no;2;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMINQUILINO;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMTELEFONE02;varchar;no;30;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMPROPRIETA;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMCORRESPBANCARIO;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMMAE;varchar;no;50;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMFAIXASALARIAL;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMCORRETOR;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMOUTTELS;text;no;16;"     ";"     ";yes;(n/a);(n/a);Latin1_General_CI_AI
TIMTELEFONE01;varchar;no;40;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMAINVESTIR;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
TIMFIADOR;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMSENHASITE;varchar;no;8;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMSENHADESC;varchar;no;8;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIMCARTORIO;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
TIMPROFISSAO;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
TIMNACIONALIDAD;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
TIMCARTREGIMEBENSV;varchar;no;3;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
INSCRCNO;varchar;no;12;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
PARCSUBSTISS;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
EXIGCONTATOENTCAB;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
ENVIADANFEREDESPACHO;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
EXIGENOMEPARC;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CONSIDTOTITENSTRIB;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
SALDODISPCAC;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
PROVACRESCCAC;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
ATUNUVERSAO;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
DESCONSIDESCBASE;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_CD_CADASTRO_EVER;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
CODIDENTCONS;numeric;no;17;"30   ";"0    ";yes;(n/a);(n/a);NULL
UTILIZANUCADPARC;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIPCLIENTESERVCOM;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CHAVEPIX;varchar;no;77;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_NAOCOBRARDESPACESSORIA;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_FATURASEMANAL;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_VLRMINFRETE;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
AD_VLRMINCOMPRA;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
AD_LEADTIMEFOR;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
AD_PROTESTAR;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
EMAILCTE;varchar;no;255;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_CLASSE;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_DESCCONTABANCARIA;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_DIGITOCONTABANCARIA;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_DIGITOAGENCIA;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
CONSPARCADRCST;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
DESCONSDESCINSS;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_LAYOUTEDICOMERCIAL;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
DEDUZIPIBCPISCF;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_CODUSUPAR;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
CALCFETHAB;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_TRANSPRETIRA;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_CHAVE_DIFERENTE_DOCNPJ;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_CHAVE_PIX;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_TIPO_CHAVE_PIX;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_INSC_CONTA;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
GRUPOPISCOFINS;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
AD_CODBANCO;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
AD_CODTIPTIT;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
REDE;varchar;no;15;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
REGISTROANS;varchar;no;6;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
INAPLICPRODEPE;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
ORGAOPUB;char;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TPCOMPRAGOV;varchar;no;5;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_TIPTABPRECO;varchar;no;10;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_BOXSEPBOQUETA;varchar;no;100;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
AD_COBSEMANAL;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
TIPTRANSP;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
GRUPOIS;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
GRUPOIBSCBS;int;no;4;"10   ";"0    ";yes;(n/a);(n/a);NULL
PREDUTORGOV;float;no;8;"53   ";NULL;yes;(n/a);(n/a);NULL
REGIMEESPTRIBISS;varchar;no;1;"     ";"     ";yes;no;yes;Latin1_General_CI_AI
TIPOIMUNIDADEISS;smallint;no;2;"5    ";"0    ";yes;(n/a);(n/a);NULL
